filename,stop,affricate,fricative,liquid,glide,nasal
Shr_Bianca,31.06,1.58,26.32,15.37,6.95,18.74
Shr_Biondello,29.9,1.31,30.25,12.72,6.4,19.46
Shr_Curtis,27.08,0.73,33.94,15.89,5.42,16.97
Shr_Gremio,30.61,1.1,30.14,14.09,6.86,17.24
Shr_Grumio,29.62,0.4,32.73,13.78,5.3,18.2
Shr_HUNTSMEN.0.1,42.26,0.0,22.54,16.91,4.23,14.09
Shr_HUNTSMEN.0.2,30.36,1.79,25.0,16.08,10.72,16.08
Shr_HUNTSMEN.0.3,24.6,3.28,26.23,21.32,9.84,14.76
Shr_Haberdasher,47.06,0.0,29.42,11.77,11.77,0.0
Shr_Hortensio,29.09,1.6,29.94,13.86,6.95,18.6
Shr_Hostess,29.27,2.44,31.71,14.64,9.76,12.2
Shr_Katherine,30.69,1.22,28.12,14.05,7.32,18.63
Shr_Lord,28.61,1.92,28.94,14.28,6.89,19.39
Shr_Lucentio,30.33,1.52,30.33,13.82,6.71,17.33
Shr_Merchant,29.34,0.89,31.12,12.6,6.82,19.26
Shr_Messenger,26.09,2.18,25.37,19.57,5.08,21.74
Shr_PLAYERS,14.29,0.0,14.29,14.29,28.58,28.58
Shr_PLAYERS.0.1,32.0,0.0,22.0,16.0,12.0,18.0
Shr_PLAYERS.0.2,21.74,0.0,26.09,8.7,17.4,26.09
Shr_Page,29.84,0.81,25.0,19.36,5.25,19.76
Shr_Petruchio,30.83,1.21,28.67,13.45,6.98,18.89
Shr_SERVANTS.BAPTISTA.1,28.01,2.0,28.01,18.0,12.0,12.0
Shr_SERVANTS.LORD,0.0,0.0,0.0,0.0,0.0,100.0
Shr_SERVANTS.LORD.0.1,27.46,1.18,31.38,18.44,9.42,12.16
Shr_SERVANTS.LORD.0.2,24.87,2.17,29.19,14.06,14.6,15.14
Shr_SERVANTS.LORD.0.3,22.96,3.28,25.14,15.85,8.2,24.6
Shr_SERVANTS.PETRUCHIO.0.4,0,0,0,0,0,0
Shr_SERVANTS.PETRUCHIO.Joseph,10.0,0.0,50.0,30.0,10.0,0.0
Shr_SERVANTS.PETRUCHIO.Nathaniel,19.52,0.0,39.03,24.4,2.44,14.64
Shr_SERVANTS.PETRUCHIO.Nicholas,0.0,0.0,60.0,40.0,0.0,0.0
Shr_SERVANTS.PETRUCHIO.Peter,5.27,0.0,52.64,21.06,5.27,15.79
Shr_SERVANTS.PETRUCHIO.Phillip,0.0,0.0,60.0,30.0,0.0,10.0
Shr_Sly,28.84,1.03,25.86,17.63,4.81,21.86
Shr_Tailor,36.98,0.53,31.78,9.38,7.3,14.07
Shr_Tranio,30.21,1.65,30.01,13.11,7.42,17.64
Shr_Vincentio,27.04,2.12,28.83,14.01,6.68,21.34
Shr_Widow,27.95,0.74,28.68,13.24,6.62,22.8
TGV_Antonio,31.35,0.6,29.57,11.71,7.35,19.45
TGV_Duke,27.67,1.88,31.66,14.5,5.05,19.28
TGV_Eglamour,27.75,1.45,26.59,16.19,8.1,19.95
TGV_Host,27.21,1.42,27.57,14.14,12.02,17.67
TGV_Julia,29.11,2.25,30.18,13.47,6.27,18.75
TGV_Lance,28.72,1.23,33.92,12.16,5.77,18.23
TGV_Lucetta,30.11,1.0,27.02,13.46,7.78,20.64
TGV_OUTLAWS.1,31.09,1.69,26.02,13.18,10.48,17.57
TGV_OUTLAWS.2,29.09,2.05,27.56,14.8,8.17,18.37
TGV_OUTLAWS.3,28.38,1.38,32.51,15.98,7.44,14.33
TGV_Pantino,25.71,1.34,33.23,12.86,8.02,18.87
TGV_Proteus,28.23,1.76,30.87,15.25,6.27,17.65
TGV_SERVANTS.1,26.32,0.0,21.06,15.79,21.06,15.79
TGV_Speed,28.53,0.62,30.71,13.25,8.12,18.8
TGV_Sylvia,26.63,2.08,32.49,14.03,6.24,18.56
TGV_Thurio,28.02,0.9,31.45,14.31,6.86,18.48
TGV_Valentine,28.12,1.56,30.7,14.17,6.42,19.05
TNK_ATTENDANTS.1,26.48,0.0,20.59,17.65,8.83,26.48
TNK_Arcite,28.58,1.61,29.83,14.6,6.89,18.52
TNK_Boy,27.32,2.53,24.37,21.85,2.95,21.01
TNK_Brother,22.34,0.0,32.04,13.6,10.68,21.36
TNK_COUNTRYMEN.0.1,25.41,2.71,32.44,16.22,5.41,17.84
TNK_COUNTRYMEN.0.2,31.18,1.2,26.86,16.79,5.04,18.95
TNK_COUNTRYMEN.0.3,34.99,0.36,26.51,12.02,6.37,19.79
TNK_COUNTRYMEN.0.4,32.19,1.15,24.72,16.67,10.35,14.95
TNK_COUNTRYMEN.0.5,0.0,0.0,66.67,0.0,33.34,0.0
TNK_COUNTRYWOMEN.0.1,16.67,0.0,33.34,33.34,0.0,16.67
TNK_Daughter,28.55,1.33,30.24,15.2,5.83,18.88
TNK_Doctor,28.74,1.15,34.29,10.62,6.62,18.62
TNK_Emilia,28.33,1.47,30.62,14.08,6.07,19.47
TNK_Epilogue,29.13,1.06,28.78,12.99,8.78,19.3
TNK_FRIENDS.1,27.51,1.49,33.09,13.39,7.07,17.48
TNK_FRIENDS.2,32.03,1.78,28.47,15.66,7.48,14.6
TNK_Herald,30.16,2.39,30.16,13.5,4.77,19.05
TNK_Hippolyta,29.41,1.85,31.88,13.78,6.32,16.79
TNK_Jailer,30.05,0.84,28.99,14.88,7.82,17.46
TNK_KNIGHTS.PALAMON,42.86,0.0,28.58,0.0,0.0,28.58
TNK_KNIGHTS.PALAMON.0.1,32.1,2.47,33.34,9.88,1.24,20.99
TNK_KNIGHTS.PALAMON.0.2,25.0,4.17,29.17,20.84,6.25,14.59
TNK_KNIGHTS.PALAMON.0.3,27.28,4.55,27.28,18.19,4.55,18.19
TNK_MESSENGERS.X.1,24.62,2.33,35.14,13.16,5.73,19.05
TNK_MESSENGERS.X.2,22.86,5.72,28.58,22.86,14.29,5.72
TNK_MESSENGERS.X.3,33.34,0.0,33.34,33.34,0.0,0.0
TNK_OTHERS,12.0,0.0,36.0,16.0,20.0,16.0
TNK_Palamon,29.33,1.6,31.35,14.14,5.48,18.13
TNK_Pirithous,28.28,1.31,34.86,13.99,5.93,15.65
TNK_Prologue,30.79,1.34,31.17,14.35,4.98,17.4
TNK_QUEENS.1,29.28,0.81,31.19,15.7,6.34,16.71
TNK_QUEENS.2,27.63,1.39,32.41,13.74,6.18,18.68
TNK_QUEENS.3,28.2,1.25,31.94,16.67,5.46,16.52
TNK_Schoolmaster,31.83,0.66,26.5,14.75,6.65,19.64
TNK_Servant,36.51,1.59,28.58,10.32,2.39,20.64
TNK_Taborer,27.28,0.0,36.37,9.1,9.1,18.19
TNK_Theseus,27.68,1.63,30.48,15.06,7.88,17.3
TNK_Valerius,27.68,1.26,39.0,11.95,4.41,15.73
TNK_Woman,33.6,0.79,24.22,10.94,6.25,24.22
TNK_Wooer,29.25,0.45,30.58,13.23,8.5,18.03
TN_ATTENDANTS.OLIVIA.1,33.34,2.39,21.43,14.29,4.77,23.81
TN_ATTENDANTS.ORSINO.Curio,27.54,2.9,36.24,18.85,4.35,10.15
TN_ATTENDANTS.ORSINO.Valentine,29.5,2.5,28.01,15.5,7.5,17.0
TN_AndrewAguecheek,31.0,1.25,29.03,13.92,5.72,19.11
TN_Antonio,29.48,2.41,29.15,12.63,7.49,18.87
TN_Captain,27.76,1.33,31.5,13.66,6.83,18.95
TN_Fabian,29.71,1.43,29.84,14.49,6.59,17.97
TN_Feste,29.52,0.95,29.85,13.99,6.72,19.0
TN_Malvolio,29.04,0.89,30.8,13.5,6.04,19.76
TN_Maria,30.76,0.83,29.76,14.13,6.63,17.92
TN_OFFICERS.1,28.09,0.57,34.27,9.56,8.43,19.11
TN_OFFICERS.2,35.72,0.0,28.58,7.15,7.15,21.43
TN_Olivia,28.61,1.56,30.4,13.72,7.15,18.6
TN_Orsino,28.1,1.24,33.16,14.47,5.24,17.83
TN_Priest,31.01,1.56,27.14,14.73,5.43,20.16
TN_Sebastian,29.25,1.41,29.3,14.01,6.52,19.55
TN_TobyBelch,29.76,1.5,30.14,13.69,5.72,19.23
TN_Viola,27.96,1.6,29.95,13.66,6.55,20.31
Tim_ATTENDANTS.TIMON.0.1,18.19,0.0,18.19,36.37,0.0,27.28
Tim_Alcibiades,29.62,1.97,28.96,15.01,5.15,19.32
Tim_Apemantus,31.62,1.13,31.23,12.94,4.91,18.2
Tim_BANDITS.1,25.83,0.94,38.03,11.27,2.82,21.13
Tim_BANDITS.2,28.13,2.09,36.46,11.46,3.13,18.75
Tim_BANDITS.3,23.64,2.73,35.46,13.64,4.55,20.0
Tim_Cupid,31.92,2.13,34.05,14.9,1.07,15.96
Tim_FRIENDS.0,27.28,0.0,27.28,0.0,9.1,36.37
Tim_FRIENDS.0.1,30.17,2.38,30.17,9.5,6.45,21.36
Tim_FRIENDS.0.2,30.14,0.35,30.48,12.68,8.57,17.81
Tim_FRIENDS.0.3,32.98,0.0,28.73,15.96,7.45,14.9
Tim_FRIENDS.0.4,29.73,0.0,35.14,8.11,2.71,24.33
Tim_FRIENDS.Lucius,30.39,1.5,27.55,13.48,5.09,22.01
Tim_FRIENDS.Lucullus,29.37,0.6,28.58,15.08,5.96,20.44
Tim_FRIENDS.Sempronius,26.48,1.8,34.71,12.6,2.06,22.37
Tim_FRIENDS.Ventidius,31.54,2.31,30.0,16.16,2.31,17.7
Tim_Flavius,30.16,1.22,29.04,14.68,6.26,18.67
Tim_Fool,23.97,2.37,29.89,15.69,6.81,21.31
Tim_Jeweler,25.38,3.74,26.87,20.15,11.2,12.69
Tim_LADIES,25.0,0.0,25.0,25.0,0.0,25.0
Tim_LADIES.0.1,33.34,0.0,25.93,18.52,3.71,18.52
Tim_LORDS,14.29,0.0,14.29,14.29,14.29,42.86
Tim_LORDS.0.1,29.96,0.85,29.12,13.09,8.44,18.57
Tim_LORDS.0.2,30.42,0.93,29.5,17.52,5.53,16.13
Tim_LORDS.0.3,15.79,2.64,26.32,21.06,10.53,23.69
Tim_MESSENGERS.X.1,29.9,1.04,36.09,14.44,4.13,14.44
Tim_MESSENGERS.X.2,30.44,0.0,26.09,8.7,8.7,26.09
Tim_MESSENGERS.X.3,32.06,2.57,28.85,14.11,5.77,16.67
Tim_Merchant,35.46,0.91,26.37,14.55,3.64,19.1
Tim_OldMan,27.3,1.7,30.44,14.5,4.11,21.99
Tim_Painter,31.42,1.61,30.35,14.0,5.45,17.21
Tim_Phrynia,27.95,0.0,23.53,20.59,5.89,22.06
Tim_Poet,27.17,2.0,33.17,14.46,4.71,18.52
Tim_SENATORS.0.1,31.12,1.78,30.45,15.12,4.89,16.67
Tim_SENATORS.0.2,23.13,2.73,37.42,12.25,4.09,20.41
Tim_SENATORS.0.3,50.0,0.0,0.0,0.0,50.0,0.0
Tim_SENATORS.1,29.95,1.59,33.25,14.91,5.55,14.78
Tim_SENATORS.2,27.32,1.5,32.54,14.63,5.08,18.96
Tim_SENATORS.3,25.0,0.0,47.23,22.23,0.0,5.56
Tim_SENATORS.4,30.0,5.0,25.0,5.0,5.0,30.0
Tim_SENATORS.X,35.29,0.76,26.04,10.57,4.53,22.84
Tim_SERVANTS.Caphis,26.38,0.74,31.51,17.22,8.8,15.39
Tim_SERVANTS.Hortensius,28.47,1.46,30.66,13.14,5.84,20.44
Tim_SERVANTS.ISIDORE.1,30.65,0.0,28.23,20.17,7.26,13.71
Tim_SERVANTS.LUCIUS.1,30.77,1.65,29.4,14.57,4.68,18.96
Tim_SERVANTS.LUCULLUS.1,21.06,0.0,28.95,23.69,10.53,15.79
Tim_SERVANTS.Page,31.67,3.34,30.0,5.0,10.0,20.0
Tim_SERVANTS.Philotus,25.0,0.0,25.0,16.08,10.72,23.22
Tim_SERVANTS.TIMON.0.1,26.25,2.5,25.0,13.76,6.25,26.25
Tim_SERVANTS.TIMON.0.2,31.9,0.87,34.49,14.66,5.18,12.94
Tim_SERVANTS.TIMON.0.3,28.58,1.2,33.34,19.05,5.96,11.91
Tim_SERVANTS.TIMON.1,26.67,0.0,26.67,20.0,3.34,23.34
Tim_SERVANTS.TIMON.2,23.92,0.0,36.96,26.09,4.35,8.7
Tim_SERVANTS.TIMON.3,27.78,1.86,18.52,20.38,7.41,24.08
Tim_SERVANTS.TIMON.Flaminius,29.68,1.41,30.61,13.32,4.68,20.33
Tim_SERVANTS.TIMON.Lucilius,32.26,3.23,25.81,14.52,6.46,17.75
Tim_SERVANTS.TIMON.Servilius,27.91,2.72,31.4,15.12,3.88,19.0
Tim_SERVANTS.TIMON.X.1,22.73,1.52,34.85,21.22,4.55,15.16
Tim_SERVANTS.TIMON.X.2,30.43,1.3,29.78,19.1,4.21,15.22
Tim_SERVANTS.Titus,20.0,2.59,31.62,16.78,8.39,20.65
Tim_SERVANTS.VARRO.1,30.55,0.84,30.13,14.65,8.79,15.07
Tim_SERVANTS.VARRO.2,30.87,2.47,29.63,16.05,2.47,18.52
Tim_SOLDIERS.1,29.76,1.24,35.96,11.16,4.14,17.77
Tim_STRANGERS.1,28.33,1.72,32.84,12.88,3.65,20.61
Tim_STRANGERS.2,34.41,1.08,20.44,17.21,9.68,17.21
Tim_STRANGERS.3,30.0,10.0,10.0,30.0,0.0,20.0
Tim_Timandra,22.23,0.0,28.89,14.45,7.78,26.67
Tim_Timon,29.67,1.23,30.45,14.26,5.52,18.89
Tit_ATTENDANTS,10.35,0.0,37.94,37.94,0.0,13.8
Tit_Aaron,29.2,1.4,31.46,14.79,6.15,17.03
Tit_Aemilius,27.05,2.05,29.51,17.22,4.1,20.09
Tit_Bassianus,27.97,1.23,29.31,16.43,4.89,20.2
Tit_Captain,24.72,3.38,32.59,13.49,6.75,19.11
Tit_Chiron,25.56,0.97,33.84,16.03,5.53,18.1
Tit_CountryFellow,29.57,1.46,27.74,12.41,6.21,22.63
Tit_Demetrius,29.28,1.45,31.79,14.3,5.71,17.5
Tit_GOTHS,8.34,0.0,50.0,8.34,16.67,16.67
Tit_GOTHS.0,21.22,3.04,33.34,16.67,7.58,18.19
Tit_GOTHS.0.1,27.9,1.37,30.62,15.65,6.81,17.69
Tit_GOTHS.0.2,30.04,0.64,32.59,14.06,4.8,17.9
Tit_Lavinia,30.98,1.49,28.01,15.55,4.46,19.55
Tit_Lucius,27.83,0.96,32.38,15.68,4.56,18.62
Tit_Marcus,29.39,1.3,32.14,14.99,4.54,17.67
Tit_Martius,31.4,1.0,29.4,14.8,4.0,19.41
Tit_Messenger,26.13,0.0,37.84,15.32,2.71,18.02
Tit_Mutius,26.42,0.0,35.85,20.76,5.67,11.33
Tit_Nurse,27.85,1.18,30.59,18.04,4.71,17.65
Tit_Publius,28.7,0.87,29.14,16.53,7.83,16.96
Tit_Quintus,29.53,1.25,30.77,15.64,4.22,18.62
Tit_Saturninus,28.11,1.5,32.76,15.26,5.01,17.38
Tit_TRIBUNES,27.28,0.0,33.34,24.25,1.52,13.64
Tit_TRIBUNES.0.1,27.93,0.0,36.94,18.02,3.61,13.52
Tit_Tamora,28.13,1.31,30.95,14.8,5.45,19.39
Tit_Titus,28.72,1.19,30.36,15.1,5.91,18.75
Tit_YoungLucius,27.64,0.51,26.97,15.25,7.88,21.78
Tmp_Adrian,34.94,2.06,28.09,12.33,6.85,15.76
Tmp_Alonso,27.58,1.71,32.98,13.86,4.77,19.12
Tmp_Antonio,30.24,1.47,29.59,14.5,6.52,17.7
Tmp_Ariel,28.49,1.6,30.21,16.05,5.12,18.55
Tmp_Boatswain,29.0,0.84,28.84,15.5,8.67,17.17
Tmp_Caliban,29.9,1.51,29.65,15.52,4.97,18.48
Tmp_Ferdinand,28.12,1.81,31.3,13.48,5.42,19.9
Tmp_Francisco,31.88,1.88,36.25,11.88,1.88,16.25
Tmp_Gonzalo,28.01,2.1,29.39,13.85,6.55,20.13
Tmp_Miranda,29.69,1.46,29.52,14.03,6.74,18.58
Tmp_Prospero,29.29,1.76,30.64,14.64,4.66,19.06
Tmp_SAILORS,33.34,0.0,22.23,44.45,0.0,0.0
Tmp_SPIRITS.Ceres,29.17,1.93,32.06,11.22,4.81,20.84
Tmp_SPIRITS.Iris,29.6,2.56,29.26,15.65,4.26,18.71
Tmp_SPIRITS.Juno,24.4,3.66,29.27,12.2,6.1,24.4
Tmp_Sebastian,28.96,1.64,29.9,15.3,8.0,16.23
Tmp_Shipmaster,33.34,0.0,23.34,20.0,6.67,16.67
Tmp_Stephano,29.25,1.01,29.93,14.33,5.57,19.94
Tmp_Trinculo,30.79,1.14,28.52,14.83,4.97,19.79
Tro_ATTENDANTS.GREEK,50.0,0.0,16.67,16.67,0.0,16.67
Tro_Achilles,31.04,1.59,29.5,14.22,5.63,18.05
Tro_Aeneas,29.08,1.45,31.48,16.01,4.57,17.45
Tro_Agamemnon,29.39,2.33,30.07,15.13,6.1,17.02
Tro_Ajax,31.73,1.38,29.56,14.09,5.73,17.53
Tro_Alexander,28.46,1.78,36.57,12.46,3.76,17.0
Tro_Andromache,33.88,1.64,26.13,13.07,4.49,20.82
Tro_Antenor,60.0,0.0,40.0,0.0,0.0,0.0
Tro_Bastard,41.38,0.0,34.49,10.35,0.0,13.8
Tro_Boy,23.34,0.0,30.0,16.67,13.34,16.67
Tro_Calchas,30.0,2.77,29.79,12.35,3.83,21.28
Tro_Cassandra,33.02,1.34,29.39,18.33,2.68,15.27
Tro_Cressida,28.89,1.14,28.81,14.26,7.43,19.49
Tro_Deiphobus,44.83,0.0,31.04,17.25,0.0,6.9
Tro_Diomedes,30.46,2.1,28.44,16.09,6.07,16.87
Tro_Hector,29.67,1.7,30.08,15.2,5.22,18.17
Tro_Helen,27.04,0.33,29.65,19.22,7.17,16.62
Tro_Helenus,22.54,1.41,39.44,15.5,7.05,14.09
Tro_MYRMIDONS.0.1,33.34,4.77,19.05,23.81,0.0,19.05
Tro_Menelaus,29.49,0.0,25.65,17.95,7.7,19.24
Tro_Nestor,28.31,2.05,32.14,14.51,5.17,17.85
Tro_Pandarus,29.47,1.13,29.15,14.52,7.95,17.8
Tro_Paris,30.9,1.24,30.11,16.14,6.81,14.84
Tro_Patroclus,29.24,1.03,28.85,14.75,6.67,19.49
Tro_Priam,30.04,1.37,34.48,13.66,5.81,14.68
Tro_Prologue,31.1,1.35,29.31,17.01,4.26,17.01
Tro_SERVANTS.DIOMEDES.1,40.0,0.0,0.0,40.0,0.0,20.0
Tro_SERVANTS.PARIS.1,30.36,0.0,34.83,16.52,4.47,13.84
Tro_SERVANTS.TROILUS.1,35.3,0.0,35.3,5.89,5.89,17.65
Tro_SOLDIERS,31.25,0.0,37.5,25.0,0.0,6.25
Tro_SOLDIERS.TROJAN,60.0,0.0,40.0,0.0,0.0,0.0
Tro_Thersites,29.32,1.54,30.94,15.35,5.02,17.86
Tro_Troilus,29.73,1.58,31.14,14.72,5.83,17.03
Tro_Ulysses,30.56,1.91,31.48,13.94,4.37,17.77
WT_ATTENDANTS,30.0,3.34,23.34,20.0,3.34,20.0
WT_ATTENDANTS.0.1,29.17,2.3,30.0,14.8,6.67,17.09
WT_ATTENDANTS.1,29.74,2.88,32.14,12.0,5.28,17.99
WT_ATTENDANTS.2,30.97,1.68,35.99,13.81,3.77,13.81
WT_ATTENDANTS.3,28.44,3.07,32.81,11.29,5.69,18.73
WT_ATTENDANTS.X,23.2,2.11,40.07,12.35,6.33,15.97
WT_Antigonus,30.39,1.58,30.87,16.05,4.81,16.33
WT_Archidamus,29.7,1.82,29.4,11.82,6.97,20.31
WT_Autolycus,29.99,1.4,30.8,13.09,5.46,19.28
WT_Camillo,27.41,1.75,32.58,14.15,6.18,17.96
WT_Chorus,30.05,1.65,29.63,10.91,5.97,21.82
WT_Cleomenes,31.89,0.73,31.16,13.41,5.44,17.4
WT_Dion,25.91,2.23,34.27,17.0,5.85,14.77
WT_Dorcas,26.55,0.0,29.21,15.93,7.97,20.36
WT_Florizell,28.03,1.24,31.6,13.79,5.98,19.39
WT_Hermione,29.83,1.44,28.8,14.57,7.73,17.65
WT_Jailer,34.05,0.71,21.28,12.77,5.68,25.54
WT_LADIES.0.1,22.35,0.0,28.73,17.03,14.9,17.03
WT_LADIES.0.2,43.59,0.0,23.08,15.39,2.57,15.39
WT_LADIES.Emilia,31.84,0.7,26.65,14.54,5.54,20.77
WT_Leontes,30.1,1.66,30.9,13.29,5.54,18.54
WT_Mamillius,30.81,1.27,24.06,18.99,8.44,16.46
WT_Mopsa,29.17,0.84,28.34,16.67,7.92,17.09
WT_OFFICERS.0.1,31.61,1.82,30.06,16.59,3.89,16.07
WT_Paulina,30.24,1.55,29.32,15.18,6.8,16.95
WT_Perdita,30.12,1.72,28.75,14.88,6.88,17.67
WT_Polixenes,28.05,2.28,31.78,12.97,5.44,19.51
WT_SERVANTS.0,41.38,0.0,20.69,3.45,0.0,34.49
WT_SERVANTS.SHEPHERD.1,27.52,1.59,34.57,12.35,5.47,18.52
WT_SERVANTS.X.1,36.96,2.18,29.35,14.14,3.27,14.14
WT_SERVANTS.X.2,30.0,0.0,26.67,18.34,5.0,20.0
WT_SERVANTS.X.3,23.45,0.96,36.37,12.45,8.14,18.67
WT_Sailor,32.24,0.66,28.95,16.45,3.29,18.43
WT_Shepherd,30.4,1.66,29.85,12.36,6.79,18.98
WT_ShepherdsSon,29.49,0.98,30.24,14.01,5.76,19.55
Wiv_AnnePage,31.12,0.61,27.8,12.69,9.37,18.43
Wiv_BOYS,29.93,3.15,29.14,13.39,1.58,22.84
Wiv_Bardolph,25.24,1.56,34.27,13.71,7.79,17.45
Wiv_DoctorCaius,38.0,2.04,24.01,15.53,4.84,15.61
Wiv_Falstaff,29.82,1.38,29.58,14.32,6.0,18.93
Wiv_Fenton,28.67,1.69,32.87,12.48,5.4,18.93
Wiv_Host,29.7,1.25,31.61,15.51,5.59,16.37
Wiv_HughEvans,27.83,1.92,31.44,14.51,7.41,16.93
Wiv_John,38.89,0.0,27.78,11.12,0.0,22.23
Wiv_MasterFord,28.48,2.15,30.64,13.06,7.12,18.58
Wiv_MasterPage,29.2,1.62,29.3,11.5,7.44,20.98
Wiv_MistressFord,29.74,2.14,29.36,12.37,7.84,18.58
Wiv_MistressPage,29.52,1.45,30.51,12.98,7.2,18.37
Wiv_MistressQuickly,29.33,1.82,28.51,13.71,7.74,18.93
Wiv_Nym,24.34,1.22,34.8,13.39,8.52,17.77
Wiv_Pistol,27.32,2.32,32.64,15.05,5.33,17.37
Wiv_Robert,46.16,3.85,23.08,11.54,0.0,15.39
Wiv_Robin,27.99,1.38,26.15,17.44,8.72,18.35
Wiv_Rugby,25.56,2.23,37.78,13.34,6.67,14.45
Wiv_Shallow,30.54,1.91,30.36,11.79,8.16,17.27
Wiv_Simple,28.27,2.13,31.98,10.43,8.31,18.91
Wiv_Slender,31.1,1.46,26.46,13.25,6.85,20.9
Wiv_WilliamPage,43.19,0.0,27.28,18.19,0.0,11.37
